order_id,customer_unique_id,customer_id,delivered_in_days,time_of_purchase,month_of_purchase,delivery_speed_flag,delivery_distance_in_km,installment_value,high_installment_flag,used_voucher,is_repeat_buyer,num_orders,total_purchase_value,review_score
51491c23fabcfdfc4950c9073911b993,2cacd7fae2b96034c23ea93b5996cb17,01b4d8edfd68874d23092c8fcb6a4edb,10.0,4,6,1,,11.04,1,0,0,1,17.9,5
4609e3dffa747068028fe0a5962b41f2,b89ba10870f6b2ad9ffb1b2f052df62a,0b86a8c0b1664d2b4e10efbd1321f889,18.0,3,10,3,2300.19,71.15,1,0,0,1,332.99,1
4609e3dffa747068028fe0a5962b41f2,b89ba10870f6b2ad9ffb1b2f052df62a,0b86a8c0b1664d2b4e10efbd1321f889,18.0,3,10,3,2074.12,71.15,1,0,0,1,332.99,1
db7059aeda4a4b33b40700c87731ae15,7ff3d446d58b6f67d967ada4a38e29de,c5e87e44425d8b1adc3650af46744779,11.0,9,6,1,,10.68,1,0,0,1,14.99,5
387ab69cd89bb3ed95402ff3d7f50b94,63a233c27dd5880d251f812f3c74c417,f15d200ef0ec72271b2f83d53604fde9,21.0,0,5,3,556.99,34.53,1,0,0,1,92.0,1
3f090361c1e3266bf3dda7a00df3c0ec,a711506d93a11831909bde2e85b794e2,c892d1124348cf471a8853e3bbf51d73,5.0,19,8,1,,28.88,1,0,0,1,19.99,4
ea70810a7aa753a29c08ba0bff6edde5,cfc51402ac7500be36659615f1871e33,be4880733bd41d1f0845bb4d349a0c35,20.0,19,5,3,,40.23,1,0,0,1,25.0,3
12052ac6aa067434388199224c0f11bc,cac4417e011d1b0b40bc97d3259cf6c9,f82d1df095bf073a1298faed123b844b,9.0,21,7,1,,58.79,1,0,0,1,89.99,4
c1101a911387fc42d24230c28f75f016,16685d085229f6315c19ee66eff0049a,c54850e0308f8bdd7d21266938cf544e,14.0,23,7,3,1311.7,49.94,1,0,0,1,75.0,1
2dde024859f51fefb1cf3975ae42c563,f64075e7fa628bdc6c3e7c3108d7c624,1617502d775896406515c026af6e7a48,20.0,18,1,3,272.35,34.96,1,0,1,2,178.79,5
990cdf0bc1fc7417e5b2a77f7ae81d2b,11076994568ce291c2b30a430fdeac76,b7058b7d5a19aa16175aaf925067d659,12.0,4,3,2,234.08,27.2,1,0,0,1,89.9,5
0de5dbc9f3226761687d84b54057efba,a4c5933f802852e4550538611058917c,986e4efa44089b9cafd44fc27ba74244,19.0,5,8,3,1371.12,73.89,0,0,0,1,35.99,4
078c2d9bb7e5905e870838448db0d3b3,1f706bf3d8588cd35fb75513b2fcd780,0a3459f8f647c54834ba504e02519cbf,3.0,19,3,1,547.22,135.28,0,0,0,1,97.9,3
078c2d9bb7e5905e870838448db0d3b3,1f706bf3d8588cd35fb75513b2fcd780,0a3459f8f647c54834ba504e02519cbf,3.0,19,3,1,,135.28,0,0,0,1,97.9,3
26ebbef3221e8b51c61400f22bd4956e,9d5bc7ae708e8876bfb90be1d4f1f7cb,8df6ff33bdcef4ec159bcedbbf6d0283,13.0,5,6,2,530.29,23.55,1,0,0,1,79.9,5
b23f8178f3b6555a78a4ad844ed11c57,86c7ca0abbc14188bf9f946e10702f95,72304a5b10384c9f55714eb77abb1965,6.0,19,3,1,,188.51,0,0,0,1,179.49,5
96f4cc5fae35d1144e51ae9aec601f4b,4993ac622709f72e8eae01b5878e5c4a,3f2e4716a82393a3277d0ca84e9392ca,3.0,4,12,1,5.46,11.03,1,0,0,1,36.0,5
444a494f39275142d9c75bd7307cdde1,1c2ffb8da2251634b36f29e272532134,79144f1b9488d523464997d56bbb6463,26.0,1,2,3,554.22,11.25,1,0,0,1,49.9,4
c8ccd366bbf35430786a86ef073322f8,d7241ab927206d28af21ddc3970bc6c9,88957154a87ddc5981b986ce8891453b,10.0,15,5,1,1060.36,38.12,1,0,0,1,19.89,5
82171257a2cb92f1a042bbca64864a08,b76fa65d01d7c65222cae9a5a97595fd,1f8ba8b0f133a1c149229baa78d0ec49,16.0,20,2,3,1930.64,38.64,1,0,0,1,86.9,1
cff282aa6b1661a8b29c0c790c42e5ff,e6fae271fd4393679d8ae159b0c5e04a,0b938c5c0b785c5c10dc10a2f5d65783,14.0,16,12,3,,19.1,1,0,0,1,171.89,5
cff282aa6b1661a8b29c0c790c42e5ff,e6fae271fd4393679d8ae159b0c5e04a,0b938c5c0b785c5c10dc10a2f5d65783,14.0,16,12,3,,19.1,1,0,0,1,171.89,5
92dbcc0343067925c18d8f7b033f3012,64fea8f835a632f5380fcbe463524004,6a915ad848b022a8ee48965a9f672de9,36.0,2,11,3,506.66,72.43,0,0,0,1,59.0,5
78cd965d0bc0388d390404eee6490c5b,31d4b05ef830a7347b8f43640eb6511e,4092172510982221e3ebc76e03409bc2,16.0,5,2,3,526.31,189.37,0,0,1,2,284.8,5
78cd965d0bc0388d390404eee6490c5b,31d4b05ef830a7347b8f43640eb6511e,4092172510982221e3ebc76e03409bc2,16.0,5,2,3,526.31,189.37,0,0,1,2,284.8,5
b3d40dc91d81ff9c5d78201fa392a79e,d5c397c1dd9d906384d7d57a4107ffe0,501ec6b10ff39d8ddf9c551d7b34f2d9,7.0,1,12,1,196.68,62.08,1,0,0,1,49.39,5
f6f0b540e89f9b3f6f256e9c5c739f6f,2b623f6a231252cec7fbafd865725b5f,45632580026f9ec1b0b512437cc31fe4,9.0,19,7,1,42.06,61.05,1,0,0,1,52.0,4
66aba14bb9ae52201797bedad4b91d5c,624a71bb65cdfea296463b8e7590b63c,0c850bbaba81c6631a969cb47b48aaa9,17.0,6,3,3,411.34,46.15,1,0,0,1,34.3,4
e299b9edcedc7009ca224fb5a856afdf,37bec3b390413f0006aadd2685a3de74,ec0feaa72040bd94ad8e414cc44263fd,12.0,4,7,2,,60.19,1,0,0,1,114.99,5
818877ced1be365d10d9cfcb22ad81d0,5f7ba621915b9bcffe84da7e1250c968,80ea58aa49a62dcb9d6c29b6ff65e158,4.0,7,3,1,77.23,19.25,1,0,0,1,45.9,5
818877ced1be365d10d9cfcb22ad81d0,5f7ba621915b9bcffe84da7e1250c968,80ea58aa49a62dcb9d6c29b6ff65e158,4.0,7,3,1,77.23,34.36,1,1,0,1,45.9,5
bf7c6448537b35fcded92b0df9050145,9f5382d12fafaddc7ea88928226beeb3,059a6bcd8055546a0aa2330dd63d972d,10.0,18,9,1,360.77,109.67,0,0,0,1,97.49,5
23ac58266e694557a7c7da266ed6c316,06ac67aef7797f7d7bca9a777136b752,ba1dd8870e56a890d5a6e8a6becbe311,11.0,17,12,1,,61.09,1,0,0,1,45.99,5
0df4c9dcdccadad84c201890d0a96e84,134b6710b2c9d9f006d75e0bcd4794b0,b0669f166cacfeef78736fe97ecfb657,16.0,22,3,3,626.83,13.36,1,0,0,1,139.0,4
8b39b1a490a2cc8906ec4b08ef88a40c,5c338ad93413c3a1b964e7ca78f22e22,b6edb7a52679daccac6fd260922362c6,11.0,22,1,1,445.67,16.67,1,0,0,1,149.87,5
b01daae956b23211a3dd59e8c287ca32,bb1dae75cd8532f1ecf962d0d6af7a2e,6e9928253a51ce8d2956f25f2e5374ec,9.0,1,2,1,278.05,23.78,1,0,0,1,99.9,5
f434b139bcee21dfbf05fdb2db58ab44,aba333f8e0bf34d16b4f758af5a306dc,657c0e8a6043e88070f81c66bc9cb892,8.0,3,12,1,617.31,79.33,0,0,0,1,65.85,4
30e1842e97acf7abf6d5f3d36ecedd7c,7dc34cb3fd6dbae23add67e72c735025,3d457252f3e67466b6e8b1951b29ddac,4.0,19,8,1,,46.32,1,0,0,1,122.99,5
9254ea56fb8aecea0b411b6a605e0ebb,0647eed2ece999e2d634520c62ab78be,7077a8a9c749c1e2518227eb2b0f89a3,28.0,0,7,3,,260.06,0,0,0,1,210.9,1
c7508fb021d25206870a0e84d302306d,a4e547f165c336732afcd7f9c5850cb9,baf94989390857ffce0ce7c5ce25387f,7.0,2,5,1,483.7,73.17,0,0,0,1,129.9,5
264079098544c963529838aa8bc915d6,4bc1e2793d19b3a627ed677976caf8a6,f67984ebe0a12dbe3346953a5d51883f,22.0,8,8,3,523.52,124.51,0,0,0,1,109.0,5
67ff89e045f61cd73790e9866d3dc6ea,7b036c2b8d58e9b305c3932c40497bea,68747ad98d585dd1ae34309d02338c2d,4.0,21,4,1,,50.2,1,0,0,1,139.0,4
9889e26ac5a56d800689699664af0f82,e2ab4c4e535a10b714cebe43b9b48421,e5bbede7ac897293d9132cedc17af3a8,10.0,17,2,1,739.83,127.5,0,0,0,1,109.99,2
b6dd40db8e1ba8bce1971d81598330e8,c4a87a3fd16aef88625ffe96a358089b,76594f64864294275bcba7f33abbbb9a,5.0,17,3,1,333.36,274.98,0,0,0,1,259.0,5
7a53fed7f9006ef9325efa365e6a1992,95df81c7a10fd30caa61bcd7d0ea4e4d,dc66ab9389433904b412c0f0b4e14363,60.0,22,6,3,1156.01,446.2,0,0,0,1,299.9,3
e653b4a7f0bb2a7ccb47b3d4385a6535,85dffc48917995d4f9ba961d5a56530c,6cba5b40e48cd5ec625b9a419fbde209,6.0,18,1,1,254.11,10.83,1,0,0,1,78.0,3
9072e2cde2e421bafb3a41d3f01c7dda,e5a3e54ded53808d9d71f9fa66de71ce,4c67f376c7f7992759da86c187c29cbb,23.0,21,5,3,572.7,110.69,0,0,0,1,199.9,5
0f758f5895563ce1892043bc8f17dda1,4b1544b0977e0988f822c138bfc549c0,817221d10fd8831a6a1357cf8fb5fd61,22.0,16,5,3,,317.4,0,0,0,1,146.7,4
0f758f5895563ce1892043bc8f17dda1,4b1544b0977e0988f822c138bfc549c0,817221d10fd8831a6a1357cf8fb5fd61,22.0,16,5,3,,317.4,0,0,0,1,146.7,4
0f758f5895563ce1892043bc8f17dda1,4b1544b0977e0988f822c138bfc549c0,817221d10fd8831a6a1357cf8fb5fd61,22.0,16,5,3,,317.4,0,0,0,1,146.7,4
f506fd1443d94ad16f25a94426fb8805,aee141085e7394b0d26736b002c65413,fd96f7c811ef18a28ec69e471328b60b,9.0,6,5,1,328.71,27.75,1,0,0,1,249.0,5
da2473475b308a32775353337f5c3c6d,18aecb99836637ad525a1986c2327050,85094306ed0284f476d0d3aff28b8f1e,37.0,23,12,3,541.97,45.75,1,0,0,1,348.8,1
6d49ef945903365b72a86294b54b948d,0621ad7376367fb506403a29c8f7a603,77980d44bc9f65a31b9f6f132a345416,6.0,19,8,1,969.04,269.55,0,0,0,1,200.0,5
36f63f07e3c52585c8eb2795c466b3fa,ce97b9e2323a1219446848d8043f0d22,400083d12b8d97a4a5eac5e61b2dcdc1,11.0,21,2,1,41.77,37.93,1,0,0,1,25.0,1
1434f15909999c1562d1c4a24a4409cc,24e3176088f411887030891a3475f34f,6fd08fa27ae00ae1767b76668d46451e,9.0,20,10,1,,21.06,1,0,0,1,69.0,5
bf0310bae1a889330a16496d6f7b8628,c7f92ff58170af8b2f1aaaed398645b2,0977ccfa0b60832ce18f226b73853918,21.0,21,7,3,547.31,87.89,0,0,0,1,159.9,4
ca9e38465ee744b1f2f686ee2682b158,d8bcceb978bb850ebfdaeaccbca29b79,92b470f48f1dc2cd557b6bdb7c74160b,10.0,20,12,1,682.34,17.7,1,0,0,1,79.99,4
dfa28d8e8d39258262ca8e4fe6293a78,b5be7a62bae2b8f3b867d2e9ba629a59,11ca735fecae936dacfea16499b4b4d7,14.0,7,5,3,641.32,31.63,1,0,0,1,286.0,5
dfa28d8e8d39258262ca8e4fe6293a78,b5be7a62bae2b8f3b867d2e9ba629a59,11ca735fecae936dacfea16499b4b4d7,14.0,7,5,3,641.32,31.63,1,0,0,1,286.0,5
61181b6edca2c3a0b58c77e58d91a8a3,bf72646f8083406837fd6dbe6b69a3aa,9527825089af32ff7b72aff6e13df266,13.0,7,10,2,661.72,73.13,0,0,0,1,56.97,5
55a49914f37572b70e7d0e1fb09f0b1e,70617f8d54d3ef89ba713db74b6dd5ac,503d3a02e4c3308479e46426931c73dc,12.0,2,4,2,411.3,126.95,0,0,0,1,112.0,5
732f26c55f8366066c096f572cb73854,c036ccc0d1a737f4fd440a8372af37dd,5ab2ebdcbf0d95ad1b8f479895d8b137,6.0,9,10,1,280.95,10.7,1,0,0,1,89.8,1
732f26c55f8366066c096f572cb73854,c036ccc0d1a737f4fd440a8372af37dd,5ab2ebdcbf0d95ad1b8f479895d8b137,6.0,9,10,1,304.95,10.7,1,0,0,1,89.8,1
019b8e16e30c8b9ad9bf87e039a27765,15cdca72d93fc92eab25e4484f9fcb88,fe9cb076acaffbee858187352e2f7266,10.0,4,7,1,661.07,14.21,1,0,0,1,99.99,3
e35cd7f16895b57bcfa47358049adb16,0ea93f58e1bc48c6e86b79d2df6d51dc,b9223d6492555dae908f216435580a9e,15.0,5,9,3,847.27,115.94,0,0,0,1,98.0,5
7c48889642a4142114249d57bb4bdee4,847d48ab91b59d6720c342abc0329351,2e3dfc9431fbb04b3644350481145208,6.0,20,6,1,,183.37,0,0,0,1,349.9,4
e52e3bb7c81185421afe0e51a9a58b84,97ef0043be8aa59c7b3b100e569b1beb,2bb888a937b336c2828489c8e5b49e8c,5.0,18,5,1,,20.22,1,0,0,1,57.9,3
b7f8b0ec8242c32730504ca558390211,0d8dad477b2c689921515eaae0c2c8b9,818aa1212d9e31bf20f835eef11cffdd,27.0,22,3,3,438.24,33.85,1,0,0,1,119.8,1
cedfe51bd6a794860c83382885f2328c,578ee337ed691b5a052e56db43ced56b,b806e26283f2008d98a22e44d0c3aa5a,15.0,4,1,3,281.06,41.93,1,0,0,1,30.97,5
9b4b42fc4f3a0ff13e896d031a9723c8,c631a16cbd5fabdc9c15f28e1ece5900,e2db07183615dd1fd30115b590cda2b7,3.0,7,1,1,95.29,10.85,1,0,0,1,99.0,1
0ac247d71d19fc1748abb7e53af648af,08abc94144c8cfcd16597e7dbeefea0f,299ee5cfb15f32e8b06e6e1acb6ad111,10.0,2,11,1,539.15,58.18,1,0,0,1,99.9,5
323cba2726573e077f021f421d143899,2c87693b95677a97ac5a6e396e717b69,9d24da812d664a5335e840b0ddabbf34,16.0,18,4,3,494.91,63.13,1,0,0,1,44.9,1
0bafeaa6d78ca1e9b198fe9a6d645306,5c23dda033289cf4bf68d4afd0686f15,4c35c98b5a1affc77279a0d51c4e4975,31.0,4,4,3,835.7,78.61,1,0,0,1,359.9,2
f3dcf0d2824efde907e341ff4997f693,0ff9df9167492f499a879b8afc78a1b6,53e10cb176c40df632c8250f2f3e5880,12.0,20,8,2,1282.06,108.81,1,0,0,1,297.0,5
a3be6697885b394b9fa9a177c3f46239,302973a9a16ad38163d0f7975b24c432,af17b6675899e3cbae027434a80dd3a0,9.0,20,10,1,826.5,45.01,1,0,0,1,28.9,5
3806e97292af7b9430f6981372925843,ea7021a50283af41fb9026933d06344d,5ad1e88a2aa6f14c0aee6d2f1fdd5550,12.0,6,8,2,685.85,28.01,1,0,0,1,79.8,5
3806e97292af7b9430f6981372925843,ea7021a50283af41fb9026933d06344d,5ad1e88a2aa6f14c0aee6d2f1fdd5550,12.0,6,8,2,685.85,28.01,1,0,0,1,79.8,5
afc1b46f2cb4b3f0d3432cae0af0ea75,364cb3e7f85cd86c84192f01f1ff996e,e8a9561ee949a7a4b2f58351ed6f9d85,7.0,23,3,1,952.88,11.59,1,0,0,1,65.0,5
c5a8ec0541df6eec6a1b4c5ce463f56b,9f1d7d420cad01c1cb55962ea7a6c512,4d4e3f6ef0e23f1225203732db0f3e22,9.0,23,5,1,,52.71,1,0,0,1,39.0,3
1184c1bbcfb488132ee2bca2c07cd743,59cd6345c0d1920b6a42f672173a78fd,8baeca32aac79a831b81f1f8af9fd6d8,5.0,19,8,1,104.29,11.97,1,0,0,1,45.97,5
33862e8df33c7f4ce5d1c0142de3cf0e,642f4248015621c7d5274ec7be8c3d0a,1327ce0ab1e8ef67113da7aa01967f7b,5.0,2,12,1,,104.61,0,0,0,1,199.0,1
a24474d0a4ebace563a0695a14b5bb0a,7989d259bdf69447ee8e00970c3f3228,fd586069669833b4011c44eb39e6b011,14.0,3,5,3,2132.71,231.62,0,0,0,1,179.8,1
a24474d0a4ebace563a0695a14b5bb0a,7989d259bdf69447ee8e00970c3f3228,fd586069669833b4011c44eb39e6b011,14.0,3,5,3,2132.71,231.62,0,0,0,1,179.8,1
04bef5ebaab368e72d66decdad88fddf,0bc9c245cd69735af23eefdd89d74e7e,55ca07ff32dc30f00ded4c99f8ea9124,13.0,0,7,2,348.84,17.33,1,0,1,2,179.9,3
b8297ee8722ce94cc9a2e9263124cd36,65ab3020e6a929e4e9a4b61e643da832,7c852d7bbf1b4c00b69926f3b380e288,12.0,8,1,2,,11.39,1,0,1,2,120.9,5
8a5cd94263594dcb4815688e9f4b3618,d43c6aa82fc6dc2c43d6813a4822081f,7917456dd713912a20d20cdd18b3d610,4.0,0,1,1,,42.58,1,0,1,2,79.45,5
5a6bd2554afa06bed4854ea73c7e2e33,d987d4520f5c13ae250b4bd13f1eee88,6d9256a80c8c0dd00015b9de77cfc08b,20.0,0,1,3,,29.69,1,0,0,1,12.9,3
43cc7aac762dbd5d93a8354a946d85d9,bac917328635cc37b0b81f900b1c6b86,d4b39e7665072457e7ef461a39cabfed,5.0,16,8,1,,140.47,0,0,0,1,119.0,4
55881111d8b37a0e45cf97b156ae1943,b659acd60c6a36583dcb78c06639c324,44bc4c58308826749dd6bc260f1ae5f9,7.0,6,8,1,375.05,30.56,1,0,0,1,260.9,2
55881111d8b37a0e45cf97b156ae1943,b659acd60c6a36583dcb78c06639c324,44bc4c58308826749dd6bc260f1ae5f9,7.0,6,8,1,298.95,30.56,1,0,0,1,260.9,2
55881111d8b37a0e45cf97b156ae1943,b659acd60c6a36583dcb78c06639c324,44bc4c58308826749dd6bc260f1ae5f9,7.0,6,8,1,375.05,30.56,1,0,0,1,260.9,2
817b5c93f134a292fe75b0e313a14c7e,fe2c2aaa57ccd2a82d77a7168c3510e1,44da5e73b67c2ac30e15d54c879e050b,14.0,6,12,3,,10.47,1,0,0,1,64.0,3
817b5c93f134a292fe75b0e313a14c7e,fe2c2aaa57ccd2a82d77a7168c3510e1,44da5e73b67c2ac30e15d54c879e050b,14.0,6,12,3,,10.47,1,0,0,1,64.0,3
b12634fbd8b98d3805320cca29dbdc9f,419bfb14302648d06e8786d945bdf203,c06a227883de6f65aece7cea8c17f190,4.0,8,8,1,167.58,82.82,0,0,0,1,69.0,5
9147e4f91a0a2071875cf411ec60a10d,1b656b2f23af5e1ab13d8f067cd49527,d65d94358b0f8e89ecdc82e534e28c44,18.0,23,6,3,,15.02,1,0,0,1,79.98,5
cb891a8a4daa2130941d2458f013b1b1,90dc9fe88420bfa6d4c6fc121b6b2afa,a1fe058e09f7cc693afdd283b2923421,15.0,0,2,3,320.94,45.49,1,0,0,1,119.99,5
082da800c206687336a039aa7269d303,b20e9ca74f03a90be117bdb9da13573e,ed18a0580d4fd2ca6fb30b5ecd58b5c0,6.0,21,5,1,422.63,89.45,0,0,0,1,159.9,4
9b4c1520f96ed1e13a3d6f8c2aba947e,f005d0f6f3c9e871276188e6662e7e9e,8f72fcb39cd1b4d93e94f8f1f67d4a3f,21.0,8,9,3,355.93,13.36,1,0,0,1,119.0,5
1fd20dcd28f95b7f60b8b09212db9f30,c1a3b5e9fc0e5ec53a4338401b2c6caa,2730b508803cd84b892f1a6f93da0f70,10.0,21,6,1,385.22,83.46,0,0,0,1,149.9,5
667a47b3d52c6e88390b50708a061561,ca000e16dc158b58dde340b818beeb83,ac3bec5029595891991d409e6a428c29,5.0,21,7,1,631.79,24.97,1,0,0,1,105.99,1
8f8634cbfb1b971fbea53d83c59105b0,92bed6ff4d53aed3ae8d1c28c07f82ae,6208d45dfab61d93d63c82f085d7617d,9.0,4,1,1,,37.34,1,0,0,1,79.8,4
8f8634cbfb1b971fbea53d83c59105b0,92bed6ff4d53aed3ae8d1c28c07f82ae,6208d45dfab61d93d63c82f085d7617d,9.0,4,1,1,,37.34,1,0,0,1,79.8,4
6f8ef1903034bc19ff5a5c51dbcec604,ef5b1600dec607d23bd5f56c0e4aecbd,469eac1e2fe2a69a8ade2d146e9cbb9a,7.0,23,3,1,1751.26,103.2,0,0,0,1,42.79,5
ab17008d463dbbcc0fac3c3d8d2931e6,8a3bedb46246417ce3579406dde6d8da,987382b89ebbe5bf0f0701d749e098a9,10.0,8,8,1,,35.0,1,0,0,1,19.9,3
6fa7b013916486d1462ad66ad1a39b1f,b9aa10bea53310b8c03c975afbeb2164,8b086b22bcef7fdfe416c88b5437c400,12.0,5,11,2,431.58,71.54,0,0,0,1,59.0,4
8afa2e5e1db419ca84b2ec548bcfa4fd,0ee2e2a6e5a1353835454ca2df8d1d54,b2da3e1f91052aca033b4d34ab8329ef,4.0,21,5,1,55.05,45.36,1,0,0,1,37.49,5
a0dddffb69e48d83c22789bd03521a53,cd09d1be2d17afa5392b40eab3114377,a633882e100f00c541853de8e44c29dc,6.0,20,10,1,304.85,32.26,1,0,0,1,52.64,5
3c81b1eb31a46822410a4fb9b43f0678,db03954a9a1cc5e71f6e0f73e81a628c,5109f7754f31f131856a4f354bb9d4b1,15.0,0,10,3,,26.38,1,0,1,3,483.0,5
234ea4333eec78d8e18bc801a916e1f4,a6e9adceab96d69b41eab3ed3f466a81,07d2fc9925c3b3ef80df52be56a06482,16.0,2,7,3,1615.64,75.0,0,0,0,1,99.99,5
234ea4333eec78d8e18bc801a916e1f4,a6e9adceab96d69b41eab3ed3f466a81,07d2fc9925c3b3ef80df52be56a06482,16.0,2,7,3,1615.64,38.2,1,0,0,1,99.99,5
d3e02de362fc9f3853a322184625c590,46c89f89a2515ea1416454394bc91046,3f1471e47869243a10fcf26fbdbb8930,6.0,22,5,1,,22.2,1,0,0,1,205.81,3
0a0f50037a1e1b7c239ac621dbd8a03e,a60cbbc2873fbaf6a94248a58c646a43,c2579cd66fcac7efdbaef0470cc52602,7.0,22,9,1,198.51,38.38,1,0,0,1,25.9,5
3498a243e9fe88c9c4ce97bf7fa4617c,1f1ab863d273f133c7c9a9ba38f9b073,b92024fd84c1d4e5308b4bc99f092def,8.0,1,1,1,,28.64,1,0,0,1,16.9,4
c1387d81aa7018f9ecca06376610696d,ad385af4615ac332883f5ebe8c18ebc3,16846c0ee6a2640da8e6a0dfe8bd2f19,16.0,8,4,3,1203.94,21.03,1,0,0,1,64.99,4
05c5fe623dddb59ad7462d5adf24885f,e2638dcec86ba8746b692786b3d2ef14,3b85d7e01afbab4314024cef7903a329,12.0,22,7,2,573.45,33.28,1,0,0,1,144.9,5
2f2f32084f6b6ffff53044b351790b7f,6499157a4bb5840e37bf1ff3b978d295,5121084fdade95f1a14190925415cfe7,9.0,18,3,1,,44.7,1,0,0,1,339.99,5
f656da44d1ac2f2be9875b2cc4ce7a94,6e15afface3b405ed9f77cee4b5d2e9a,bc6da87c7d173cae10ef1402e584c9a5,4.0,3,7,1,90.95,37.69,1,0,0,1,29.9,5
1ee75dd3dc1076b563a223486e86e7b9,c54d3ed7dec7a2d3ada3c05f23be5dc4,077d43174992dd5e7fb9d336890ab289,15.0,21,1,3,917.9,84.82,0,0,0,1,68.9,5
e9a6252140ac4d9e51867934fad095eb,83efa41fbb4c2b733a1dc5474c9073e5,07ea3ec35713ea67602562cad793eeba,12.0,17,2,2,808.12,28.51,1,0,0,1,92.9,4
7b20199069d3b0d759ee39520cf5aed2,6a96bbc40a465ba56317b6ce65c3beb2,2dfa899c2cef91ca57781435d68471dc,14.0,1,12,3,,21.41,1,0,0,1,122.0,4
a3ffb9a7866735bd0de42993b62e89e3,3e6dec79ecbff2cecc69cb24e1741668,743b67cc7a7606ddba1a6fd675355fed,22.0,23,1,3,473.95,92.1,1,0,0,1,899.0,4
f26c31dc999a7994a4369c805f0bd029,4644f1b187e390a08b4c66fb16c91364,a544f53bd4ce0d11de2d68e3675ecfab,11.0,19,3,1,,304.83,0,0,1,2,900.0,4
f26c31dc999a7994a4369c805f0bd029,4644f1b187e390a08b4c66fb16c91364,a544f53bd4ce0d11de2d68e3675ecfab,11.0,19,3,1,,304.83,0,0,1,2,900.0,4
f26c31dc999a7994a4369c805f0bd029,4644f1b187e390a08b4c66fb16c91364,a544f53bd4ce0d11de2d68e3675ecfab,11.0,19,3,1,,304.83,0,0,1,2,900.0,4
f26c31dc999a7994a4369c805f0bd029,4644f1b187e390a08b4c66fb16c91364,a544f53bd4ce0d11de2d68e3675ecfab,11.0,19,3,1,,304.83,0,0,1,2,900.0,4
f26c31dc999a7994a4369c805f0bd029,4644f1b187e390a08b4c66fb16c91364,a544f53bd4ce0d11de2d68e3675ecfab,11.0,19,3,1,,304.83,0,0,1,2,900.0,4
f26c31dc999a7994a4369c805f0bd029,4644f1b187e390a08b4c66fb16c91364,a544f53bd4ce0d11de2d68e3675ecfab,11.0,19,3,1,,304.83,0,0,1,2,900.0,4
