order_id,customer_unique_id,customer_id,delivered_in_days,time_of_purchase,month_of_purchase,delivery_speed_flag,delivery_distance_in_km,installment_value,high_installment_flag,used_voucher,is_repeat_buyer,num_orders,total_purchase_value,review_score
05d46826bd0fb605d6b00e30e9141882,a75583a63d1dc5591fee025b0a670c9b,c5a9ffc867b51a706a06ac6e1e3fa61a,2.0,3,8,1,164.61,30.68,1,0,0,1,49.99,4
934998379448f54149af3041f9c8efc5,82420a84a2781a5afca48b917bd9c228,037356d24e116561460bd349e0ef7f04,7.0,6,4,1,,11.45,1,0,0,1,94.89,5
e984ee2c3000147d2599bcb32aa66ee3,8e5c554c9645430ded8157382123cd23,c104118394af70c33988cf727b2404f5,6.0,6,6,1,369.54,57.07,1,0,0,1,299.0,5
5db54d41d5ebd6d76cb69223355601f5,431fcac0f53bfdf9ae5788bc3c552363,fe66ded86a1678a8ad544e4c78447348,14.0,2,3,3,1964.05,68.13,0,0,0,1,115.0,5
3ba1f632cf89a08caf9837999bf827ef,befb041460ac63f542e98b664f5d4d68,00b7c3578d5231b0b60a62414118652b,16.0,8,4,3,,34.95,1,0,0,1,164.98,5
3ba1f632cf89a08caf9837999bf827ef,befb041460ac63f542e98b664f5d4d68,00b7c3578d5231b0b60a62414118652b,16.0,8,4,3,,15.86,1,1,0,1,164.98,5
6d3e1ebe9de0bbbaf627b66e8a5d71b2,2c45545b69c985515827bf82458f8aef,6ce2aabb6e93296081fbf88d37a5a75b,4.0,5,1,1,,48.34,1,0,0,1,39.0,5
30e934394c047a409bb861a9ecbcff43,c913a62d8196bbf29be088eaf337ce42,bfc48761221b04268c51e10b30855efa,8.0,21,8,1,74.63,87.5,1,0,0,1,370.47,5
30e934394c047a409bb861a9ecbcff43,c913a62d8196bbf29be088eaf337ce42,bfc48761221b04268c51e10b30855efa,8.0,21,8,1,74.63,38.36,1,0,0,1,370.47,5
e0e86ba567043fd48c98fbb535105f00,5b38ad98107098293758a5a9a7a6aca4,bdc1016dc15e2f13ee18d8f987b7f3c8,5.0,2,6,1,,20.09,1,0,0,1,24.9,5
cfa5f05fcf442b5faa1cffd73b4fd9ee,37b113f4154017cf046482c756d5c7af,8ff142e1e53169103945b4bed865318b,8.0,20,7,1,,14.44,1,0,0,1,13.65,1
e3c8f0ea157b6f608ea5827c5b39c2bd,356298a1508630c8c51d68248df852f0,68645a64c1d4a9af8f3f89e5f450b3f7,21.0,10,3,3,168.82,43.45,1,0,0,1,149.9,1
c464355f722adad51476d92a1182d3f8,dc777853866411c84f8d5381a09e1c1d,d789d104ff47289042198c1a44f94441,2.0,2,6,1,,93.76,0,0,0,1,85.0,5
3daeecbd44a76530c8e9d0ac1ea4f581,14bf6e420846b7913dfca59e8e0809a6,47891aa056fe45c505f7c7a65eee6de2,3.0,23,10,1,,26.78,1,0,0,1,19.0,5
8489131c7dcc42a6d6d7df1be6802643,e36d1e7b5ca834cfae44e807b3bf35b6,4993c7497504a9d16889ddf05e10be7e,46.0,7,3,3,2695.97,71.67,0,0,0,1,120.0,2
38cfc106ae21ad50379975e828f5863e,2616fd85aff25ed6f0f11934678a3c15,14aea6e289ceebb4c4389c168be3dd9f,10.0,23,7,1,,106.78,0,0,0,1,89.9,5
a800ac0385a83264291f978ab075dd68,3cd07f2cd0e3bd52f3896c0048fb37c7,929cb7b1618f0d99c7814d79b0c5b7cc,13.0,23,5,2,,10.16,1,0,0,1,45.0,5
95f4e9b4497d4252fabb3e69e0f67ce5,bbe5f9840ea0410a4709264dd7a74609,53744dcf34082ef4cae9cdefb2bbc636,3.0,17,2,1,,134.34,0,0,0,1,119.9,5
84e0fd31977e457ca804a61921bc5c59,4da7e1f0ba3757b07c452493f5743614,68fd1527d8a1e8739eab28f0688bc7bd,9.0,16,7,1,71.81,20.49,1,0,0,1,49.0,4
d382b95db47e1184844771720a5f947a,3cb25323ec420ccabf2d50b54b6ee2d5,6cb06ad3fbccf074466f347ff0bf125d,19.0,16,11,3,538.39,67.3,0,0,0,1,49.7,5
f690cb26ababaf40550a4623359c3298,491b3ec2fbdef3623670205db5266209,3e191139c6ff2feb5d20cf581282e059,8.0,6,7,1,,21.39,1,0,0,1,26.99,5
827e39f2fbd0101d81c2168ab6699f7c,213b36024bb0b8261de0ffbd652ebc34,1f26384d40990fe4d5741956ccbbd1ce,14.0,22,5,3,223.51,32.15,1,0,1,2,378.9,5
c6dc29188afdf102454edab964438d2d,3d277e0b7793208265a759f0c7edef1d,858992797280bee2dada134ca5669097,19.0,17,2,3,713.14,70.34,0,0,0,1,98.0,5
c6dc29188afdf102454edab964438d2d,3d277e0b7793208265a759f0c7edef1d,858992797280bee2dada134ca5669097,19.0,17,2,3,713.14,44.11,1,1,0,1,98.0,5
cb8db0e01a5a66dedda64100960904f3,8725487bfe51837080dd0887c7249db2,7b9cd81f72142c9bb51ad110f4fb3b08,17.0,4,1,3,809.88,54.01,1,0,0,1,199.9,4
70fe29ac539dcf0cfded8f408043d124,6b32efebf93689815313f22075cd324b,9c03b9d76e917b5bb1aeea1a958cdbe9,5.0,23,7,1,,13.42,1,0,0,1,24.99,5
905b8129167452d5eb4b1bc006bb3bf6,af4a18e108ea1e58da4d7e49f1f41027,f7b95256f6f7513e05931fd394deb33c,9.0,7,3,1,,10.26,1,0,0,1,35.0,4
293d993836f3944cd72c3e42d7736460,b07dceb67ab5ee01d825b31f3eb71407,d7cb6c77acb5bd912606201673284b67,8.0,15,3,1,,25.39,1,0,0,1,16.99,4
5cf6b83ea7ea941824c64e4933f5efb4,70d3eaeb48aba4879c580645cfc0692b,ab3a5056890fe28daadbf396fe470b83,7.0,16,8,1,464.43,35.62,1,0,0,1,89.0,5
f9d624fff0e97399f92fe058220ba64f,f86851cdb3c27df6fc66813c2c0ea347,91f4c41a935cd785368b978f1a82b237,15.0,2,4,3,349.47,26.63,1,0,0,1,89.9,5
c57d7d22a7690624506951c783f2a588,66fea94ac3321c4b8cd61f0ad9fea7e0,9d91ef1cecec1aa30917f8b25307e4e9,6.0,17,8,1,,63.2,1,0,0,1,35.0,5
c57d7d22a7690624506951c783f2a588,66fea94ac3321c4b8cd61f0ad9fea7e0,9d91ef1cecec1aa30917f8b25307e4e9,6.0,17,8,1,,63.2,1,0,0,1,35.0,5
78902e5dd1f843cd182f10992137777b,446eb5e08e24f3e8c6159661154893e4,ffcff7222f737ae6b440d4d0da1496d3,8.0,1,3,1,,41.43,1,0,0,1,30.9,4
f25ddb6cd62d720a5d91fff80467930a,c7fa006dc114bb846a9467bc0199f346,b482b6eb1e1daa52fc0b17faea2cfb4d,6.0,21,1,1,2575.13,52.52,1,0,0,1,388.0,3
91e29e944ec4772168d915912b251455,e4cd4f45801f11949b34052f70d5d7be,26c46b7d7e555c6ab71b788185ed8088,19.0,3,2,3,532.16,77.22,0,0,0,1,59.55,5
1c5e5f8876d71c023da34d2abd4c9f26,60cd70ead1c439734f3f009eb4e7b6ed,9faad560424c4b5092344a27c98ab43c,33.0,5,2,3,748.64,100.23,0,0,0,1,84.89,1
dcd8d1436b8fcc5acd68228aafd77de6,4d0b0542893ca521b0c8a5455d83cf0c,1b9598a9203f9fc644cdbb61d47af9f6,7.0,22,1,1,,105.38,0,0,0,1,89.99,5
3f113daaf8b405bcc4349a2812061fa4,6d3f61e35d0422fd8cae65b1798784be,5a3260cfde2a918b597dada7ddd247bb,5.0,2,10,1,138.34,5.77,1,0,0,1,20.3,4
3f113daaf8b405bcc4349a2812061fa4,6d3f61e35d0422fd8cae65b1798784be,5a3260cfde2a918b597dada7ddd247bb,5.0,2,10,1,138.34,22.64,1,1,0,1,20.3,4
32cd8c1de0b106ac12c8bac666e9e1fc,7828008dbc4fd6aeb04ab42dddd35a74,59369b62f15106cab010e178b8b2703a,44.0,0,2,3,,29.67,1,0,0,1,69.99,1
949fd5b74015f9f17e66d3d5adb033da,2ed0fed2170249d11a69c5406a3f8d1b,85b339ce40e1e9f6676aa29229675c3b,7.0,5,6,1,480.46,34.71,1,0,0,1,119.9,1
347b03aea6fd08c3bd68e2b30a3fe3e3,05b80c4aa9033a250e6c5ff42d2762b7,e3223af2aa6a77a76b3b690407384686,24.0,3,11,3,,21.06,1,0,0,1,69.0,5
ed4116f3f55e67e9a26b9f1891ba2497,16216be2d60a31cdbdca0f6fb820726f,125cc79e58f69c02004d42cb9d549f4f,21.0,21,8,3,,157.57,0,0,0,1,78.0,3
1cc4e549e16c732db4d9228fce789407,d76e210ebe61090af26f1d71d1e396b9,3146904311eaf296187c7c7768d78210,28.0,17,2,3,2140.06,21.93,1,0,0,1,88.9,5
2494ccfe0d97cff8d4d013ff250d6e3a,06fb1a9b50a0dd027075ddd14016f869,8ff0c22a8f3486d0e7f9a900176f6fb5,8.0,18,9,1,115.82,440.73,0,0,0,1,419.9,5
260db02d1a8b410b7d61ee150ced5caa,d1f1f85c766c5ff73b064a4a6e18bc23,adea779c0b221359e0b22a82ee5c0ee5,2.0,20,6,1,64.78,58.65,1,0,0,1,49.0,5
5a644293b3539f7e7876ab0b4536b320,9556e41d8121bcf36b707b610d64d5ca,1f0db9ca7038a575cfbe3aa28dd699c8,18.0,2,6,3,,155.67,0,0,0,1,136.94,3
06bcb1eee2b6edb6351525274d3246f3,dd80c27607ca402b6fd97b9a3c8317b5,e5d9ce905a15cd4209143d34b655c8c6,8.0,18,1,1,310.06,11.17,1,0,0,1,76.5,3
c2ed06437a123b8c578ce63581930191,ba36b3a9fa9cdea265ea96a4391d3ef6,65897a02756a5919541baf6e683f7282,12.0,0,3,2,511.25,36.65,1,0,0,1,349.9,1
992f50775eaa601afc5dd66faedd9703,59ddd50104724c7bd5ca87dd6051b70d,367761aa6230c205368dda6029b34820,17.0,20,11,3,1512.99,170.54,0,0,0,1,299.99,5
b7026ba7432929d99880463305b8ce98,dccb0c4954538b15d8c4fa1fb69456aa,dd0cb909d16aa0eecf68d37defbb7f7f,35.0,0,10,3,1085.55,32.52,1,0,0,1,136.9,1
52a0e677ce75fbd71b0644f2de4466bb,ef3f2c13866aa6f20aa624e13c30a98b,0627dd353f7abd2a8272643d8a412b57,12.0,0,6,2,,36.29,1,0,0,1,27.93,5
4e6d7850a35e8bcc047c20022709484f,1e728b530adb1a64bd4e2a3f728e65e5,2d76e106e982340677c64b2adb60e471,38.0,6,1,3,,36.75,1,0,0,1,24.9,1
dd691e4f12c592067339680ffc3dd443,c560530cec11624262d9130a3f07a51d,73aec6e82be391e000b53c52574825c9,13.0,6,1,2,857.72,11.67,1,0,0,1,19.9,3
424f49a13ecd3d85a37831b62e6a1d70,0b3cd88a3a4cd7a710bb2c23e4c99904,164eda7a0e5ff5a4e059482981f52eef,30.0,19,2,3,,26.6,1,0,0,1,89.99,1
5a0e15ad1f0c5749b22a528d77d1c993,50b3e4affed7bf744d49b2d5946f4f24,887f3d88fcd62b78f2636b8eec812f64,13.0,2,3,2,242.59,85.6,0,0,0,1,69.9,4
5597332b7eded552f104108f22b023e4,8a898880a61e551c80bacadfb4356255,aaa423fb52f4106f477683490cbd5845,2.0,21,8,1,,36.46,1,0,0,1,27.49,5
73a15e8fc5de8485d1f16639bc66a273,03bc76887b06f1e7fb81d0513018165e,7c176c08ef456df175f90494caa9074c,16.0,2,8,3,777.44,110.85,0,0,0,1,197.7,1
73a15e8fc5de8485d1f16639bc66a273,03bc76887b06f1e7fb81d0513018165e,7c176c08ef456df175f90494caa9074c,16.0,2,8,3,777.44,110.85,0,0,0,1,197.7,1
73a15e8fc5de8485d1f16639bc66a273,03bc76887b06f1e7fb81d0513018165e,7c176c08ef456df175f90494caa9074c,16.0,2,8,3,777.44,110.85,0,0,0,1,197.7,1
a57b5f06fb5152039fbc5c54a595efd0,49c3cca9733d9c3ecac4f4d1b0c64dc0,2f3d40d45e3136aebef9e2ed3c3fb950,5.0,18,6,1,,11.56,1,0,0,1,27.99,5
eea701bd5c437bfaf0e473c9012e9aae,23d5dbec8cd82a1e8a23741df26e1d70,985106ebf9db15b5b9519021e22af000,8.0,2,7,1,712.0,25.96,1,0,0,1,139.0,5
058cb75116972074baa3c4e594d2a851,636c1718d558842a48abfd2f26dce2d7,ae6fbbdb93a894dc2db14cb8e0414155,13.0,23,1,2,2295.3,53.24,1,0,0,1,119.9,5
991a833f96a0e2a37ff3edab5969e44d,0f2ff54c1de35e0fef57c3cea4e1ed88,30b766b012c5c55e2fba3726dc9d55bd,9.0,4,4,1,360.18,12.03,1,0,0,1,29.9,5
fbd969aaf28de4524d590d37fd10b894,9824bdf343ddb820786bd0fb2d09ee58,1b1c230618ded6cb0d687497cbcc3eab,7.0,1,7,1,302.71,92.73,0,0,0,1,78.6,5
5b567e97fb4f455c9305e7890ffc45a1,dae32704e0560ef2580ad09cf2d2c0a8,a17379355d175051cd04d15d85bf8285,20.0,1,10,3,689.55,10.77,1,0,0,1,69.9,5
01ba82170ebb683c73793bb809bbf1b9,8c108bbb0e50260292b20cc76a647aaf,ca8e595c4c2e4a55fa75a41d5bf08382,17.0,23,2,3,,67.97,1,0,0,1,578.91,2
01ba82170ebb683c73793bb809bbf1b9,8c108bbb0e50260292b20cc76a647aaf,ca8e595c4c2e4a55fa75a41d5bf08382,17.0,23,2,3,,67.97,1,0,0,1,578.91,2
01ba82170ebb683c73793bb809bbf1b9,8c108bbb0e50260292b20cc76a647aaf,ca8e595c4c2e4a55fa75a41d5bf08382,17.0,23,2,3,,67.97,1,0,0,1,578.91,2
eb25b57cce5990ecc259c59e8052fece,043aac2fb4895fee3be40a7ddbd28577,927b06f5ce969c33aa974d38b1a49de3,12.0,1,7,2,,29.48,1,0,0,1,119.99,1
b17c8b612641d44b16b1e306763d33fe,4da2181b308c5af16e4c18483cea5b48,f827b1235c2146302af1327f4461957d,10.0,2,7,1,3162.48,26.6,1,0,0,1,122.99,5
7681bce993e841ae140c728b7c8f1b9c,6422bfe69991c1b3c75662e99a9f51e2,63acf8de888f1bd3574cf7432ff0312d,20.0,11,2,3,,89.78,0,1,0,1,72.0,4
0d9132dcd087abbb6771db9371e1f951,7171228bae697a4d7e445f6d497002e0,badc0ba5662331cf95342caac91ae654,13.0,17,3,2,277.87,166.25,0,0,0,1,149.99,5
1cf9fb7308beb8ef95005967f336cefb,7b440fe9e014286474030d757719dab2,2135d8c6474fbeba5b218bb1178dfc2c,7.0,7,1,1,136.07,20.73,1,0,0,1,69.0,3
a61e700a88111a17f8158f275c06631d,b5b399aa95d34e6b4866b7ccee226a7b,e3bfb3523518b2e4074add07c9e81098,6.0,2,6,1,347.88,69.56,0,0,0,1,124.9,1
a57d721718cc0b154e604581529a9832,708dc8654f9d1d415d0ea6fffb898f2e,9229bcd4ef83e2a0f654bd463851015d,10.0,22,7,1,422.51,39.45,1,0,0,1,23.34,4
0b88df5bf12a6df08bf27d7db86e4ab6,bf62d5d68cc829b3e9269e7001ced2fa,a3a56df70dac7a02e8717683109cef4b,19.0,17,3,3,,12.01,1,0,0,1,37.99,2
3b73b197eb4c6d3e501a291eb024fa1c,8b8b36965095c5206817d2b242a6a947,f38d2e23b648a4851a2ce9364a96d3ce,26.0,3,4,3,,70.99,0,0,0,1,112.99,1
7f0b2d90543efaf906caac20ff4ed83f,bfe4ef000df13f0c32eb421714b1934e,c532bde5e3c7e9665dd16a0ff0d084b2,24.0,3,11,3,,10.08,1,0,0,1,44.9,3
de2ae79d51e271f2e078baca93a2fb05,ba612d92e422c07db037549238e3b508,fd25e91c9eec3ae30bc819313e5c4c90,9.0,19,3,1,534.04,101.74,0,0,0,1,88.0,5
1cc788ba1c0fa91ed3d7bf5a45a203a4,7e54f5b8ca481064e8976b65bfbe2f2d,7a28ea6acd0c23ed1a4742b29d29682c,21.0,17,5,3,,34.05,1,0,0,1,329.99,1
d646d163f7d7fceab2954628f695a033,7430c8599914c7eabc07887a6edc1c6a,0600e7baad27ff0e4791e270351cccf1,13.0,2,11,2,856.39,55.05,1,0,0,1,39.95,2
f717c2ba5591ca0c4dfc970c3762fd43,ee5972781a5a53c05b50850f85d63ffc,c92b21c93e0e1b1a5cd4de124784d8c2,7.0,19,6,1,273.0,85.6,0,0,0,1,153.0,5
040d7a91a18a8d2262e45df7c8ea8051,86524cb20ed520c47b9826f97bbabcca,b07d3845ff0addca8fc9fa54ea872c84,7.0,18,8,1,483.57,78.37,0,0,0,1,64.9,5
1e74416e1dbc181320083b6e4402cd10,394edc540f7b76172320ee3b3c37aa42,3af8c997697c3c3665a4457f2d4aedd6,9.0,6,10,1,,11.61,1,0,0,1,22.99,4
087e4c8f6ced94c453d434e9b2490e69,f1816a4521fa02b8aaf57a9435827620,37075c62d22a087a6fbb30b8c6abcff3,13.0,17,3,2,673.84,72.05,0,0,0,1,49.99,5
e4ee5415a0143c9daddc7d4bc0fa0389,05a70933d2ed6cb04504e9864eadcc1c,45ed75befe5874c6fd8f10e210e00472,8.0,17,10,1,486.52,50.01,1,0,0,1,34.9,5
dd0488bddbf592ba7d9855279f65af62,8087ebdbfc13d2aef5f18e68f0f83509,0994f4004d043a6b92949b75744e0e52,14.0,3,5,3,848.32,401.24,0,0,0,1,379.99,5
80128feb8f15a7ebaa8371aa0a718604,5ee4a38c9f5e0b85f363e3bebbc67966,35026c49c3db4516456765fc5df0bcff,12.0,1,2,2,,250.4,0,0,0,1,210.0,4
12f5172274e18c74bed871bb07effe27,db539c729198334582efc7b53c803c79,8b0f765ca8052238d9a3ac3949b4f52b,8.0,8,4,1,239.29,33.5,1,0,1,2,68.89,5
07b8c9805a09c2feacc0864c00ec244e,064885492dc96820ceb922b61cf6143b,7caf08a38e40462c6a40a6d9bfb27e59,10.0,23,9,1,177.52,16.02,1,0,0,1,143.54,3
4d288f2f1f3b59a97c364a2bf728b912,83be9597caaf2ff1ad90bace79385397,6e875338f7a2933dcabb08b9404c3f72,4.0,22,6,1,141.76,27.09,1,0,0,1,84.9,3
4d288f2f1f3b59a97c364a2bf728b912,83be9597caaf2ff1ad90bace79385397,6e875338f7a2933dcabb08b9404c3f72,4.0,22,6,1,303.79,27.09,1,0,0,1,84.9,3
1097d35f1e7f8972fb78c8a135090ca8,1e51a6a24372a8bedea3519f13f80e91,eac9c7f6f691a424305e7a98db80be34,10.0,4,9,1,1029.13,232.7,0,0,0,1,179.7,1
1097d35f1e7f8972fb78c8a135090ca8,1e51a6a24372a8bedea3519f13f80e91,eac9c7f6f691a424305e7a98db80be34,10.0,4,9,1,1029.13,232.7,0,0,0,1,179.7,1
1097d35f1e7f8972fb78c8a135090ca8,1e51a6a24372a8bedea3519f13f80e91,eac9c7f6f691a424305e7a98db80be34,10.0,4,9,1,1029.13,232.7,0,0,0,1,179.7,1
f6ed6898419c893a57cd88e7dbbdb2c7,059fa076fac3b456fd6592d4f7142b9e,0f16a3bf59027a68aaea6d31286e28b5,41.0,2,2,3,740.11,162.26,0,0,0,1,144.0,1
36bc3158d94ee7eb9405f0ac77259d07,35a5df988e3223b0d1db59bea91fbeda,b7145cf1615e2b7375e9d77b0406d83d,4.0,3,9,1,356.62,52.0,1,0,0,1,75.8,1
36bc3158d94ee7eb9405f0ac77259d07,35a5df988e3223b0d1db59bea91fbeda,b7145cf1615e2b7375e9d77b0406d83d,4.0,3,9,1,356.62,52.0,1,0,0,1,75.8,1
6ca834e14df3fb5924d4e7fe551c80d9,9f46b71060f748709db8b5ee4c8fc5db,73e1b03fe677803ab302437065bb5cee,5.0,20,2,1,,10.28,1,0,0,1,49.0,5
f3860f9cb9ef6130287ac71894577a57,0e52738954708662c0a58b74fe60347b,67ec51af7454dc3c8a271b5d9d80644e,9.0,22,7,1,1492.2,195.54,0,0,0,1,170.0,5
08bb3532c9b969bb6a46f98fc5507510,7f75f185743196f97139443349a006f3,36a80398a8d7c60932411d45ca20c4b6,8.0,5,2,1,,128.88,1,0,0,1,699.99,5
7a278d560ec8ffedc0f4e11836858a6f,0fa3dfc9b8012e55a6e11db4d8a82c4b,f9cebccb059f0b4d65601c2a6cf4ef82,43.0,7,11,3,1353.23,170.19,0,0,0,1,149.9,1
8e239d4b3f8da8e910f2ebf1e6aae337,45861a2fa96bf4b274910d556beb08f9,d11936daa80291dc59098bd797ed5cbc,11.0,22,10,1,753.38,18.03,1,0,0,1,74.9,4
dce910dc283f1255aab3c0f9d4eb31c0,d428c33b10645311362137d60eb7dfec,1d0af3592aa297b26f1a97942588a730,7.0,21,8,1,,72.87,1,0,0,1,390.0,5
21f86ae7d05052149e1c1ea80bf0115e,e4fb8db63a95999b264b0591cab461e5,bc47c35a963317374069971792de2851,23.0,19,3,3,782.48,83.84,0,0,0,1,65.5,5
d17fc99c6e3eefd9ab2694dadbd05943,788ea3775879c615e8971f695d429a8d,e1882244530a2b9f1895601ab63ecc6d,10.0,5,11,1,569.38,50.77,1,0,0,1,117.1,1
d17fc99c6e3eefd9ab2694dadbd05943,788ea3775879c615e8971f695d429a8d,e1882244530a2b9f1895601ab63ecc6d,10.0,5,11,1,894.99,50.77,1,0,0,1,117.1,1
d17fc99c6e3eefd9ab2694dadbd05943,788ea3775879c615e8971f695d429a8d,e1882244530a2b9f1895601ab63ecc6d,10.0,5,11,1,894.99,50.77,1,0,0,1,117.1,1
4587eb8e812c2627dfa490ffca18612a,2b1b00a75b3add7b127e797557a384dd,f2a56254be48b5d4215e56593f55381d,2.0,0,1,1,,65.11,1,0,0,1,122.1,5
1d5bd99b9b20b17bd85826aba9c18994,0ff496711329d7a5d58e8a43716b3e6d,0b9a169354c3525fe15c74baee76fcbc,14.0,20,2,3,2272.32,378.09,0,0,0,1,349.9,5
b4583d271827d4824cdf5ae34b21322f,ef13abbd47a1708370f8df7899582a16,01d5f7506a41927955ef41a530329c30,31.0,2,3,3,271.05,75.25,0,0,0,1,53.9,2
6a8456c9e88a7b8905c7fede59f25b5d,52949ea878b84dd0c50448b37e6894ce,a21fcb6d658ec7eed4d41d174cfe321f,5.0,2,5,1,,53.71,1,0,0,1,44.99,5
816f324de6dab02dd379c72216ba5bff,2ae0ce90d15cbcd1b12876f48d7144fd,4d13bf4adf89eacf8b263312d35f1178,2.0,16,5,1,,10.8,1,0,0,1,79.0,5
c1c34e864bc6e293265a132e445dc4be,91a06d0c26977d0842461ffc50e45791,afd06216cd9836bd133a2cdfac65a6a8,2.0,2,5,1,,38.29,1,0,0,1,30.9,5
5f85459f27e5e4c8cca0a18f9576c6b5,01b466cc9a9e663eb04f4b8890dbc5f1,9d9ed8461ab0d39ca9950f78958114f1,7.0,19,10,1,,102.67,1,0,0,1,799.99,4
f31dd475a9e762d3b7b023b77d03a8e1,64450742fb384fc0207432c3f8083ae0,878bf7754a5b3f732a8b6c3d5621e2ff,11.0,2,5,1,,16.83,1,0,0,1,89.99,5
2581504c87d229321f70e6850d332196,5286875ea58bfa35a5bef1fb4c7e09c2,18d5d5895467ab53587d1ec961de0ece,12.0,20,9,2,,53.0,1,0,0,1,38.9,5
fcc0c3371e0af4947b6b4c013ecc6e35,8187563594e41246f8e959d4922cc292,fc3cadc0c1328b099cba58d281368351,21.0,8,1,3,722.52,24.49,1,0,0,1,179.89,4
7b4fb0197b18a0fd0e75f9e44b3fc757,967ee07cb69460a7e1d42c7747142572,7c495c9a1dbeeb7167642f15ae11bab8,11.0,7,1,1,,60.81,1,0,1,2,180.2,1
071deb193a4682621c819936d21ae127,5c6158b528bf0eaa8115b298d4af28c8,1a8888071e09b829402055ca2a4197cf,6.0,21,11,1,,133.37,0,0,0,1,112.98,1
071deb193a4682621c819936d21ae127,5c6158b528bf0eaa8115b298d4af28c8,1a8888071e09b829402055ca2a4197cf,6.0,21,11,1,554.16,133.37,0,0,0,1,112.98,1
14325ba23374f1e55576859076916d9c,eed069992b270082208a722333fd0b17,63e1b7184234e8c946270e8702251ce9,16.0,19,9,3,684.79,61.12,1,1,0,1,30.9,1
14325ba23374f1e55576859076916d9c,eed069992b270082208a722333fd0b17,63e1b7184234e8c946270e8702251ce9,16.0,19,9,3,684.79,61.12,1,1,0,1,30.9,1
8bc4ec47148eae2b4ca051dd24c25a86,639145e1dbde50377a98bd9b9499cae1,3597ba3579c46b170518b6cdb8e21b58,8.0,6,11,1,94.94,33.73,1,0,0,1,117.8,5
8bc4ec47148eae2b4ca051dd24c25a86,639145e1dbde50377a98bd9b9499cae1,3597ba3579c46b170518b6cdb8e21b58,8.0,6,11,1,94.94,33.73,1,0,0,1,117.8,5
37cd892c7a6275aecbe6dfdcee8de6b7,c031ab1e08405306c145495528df30d8,13fcb2215be199ed296dd6816ca6d393,11.0,14,5,1,155.2,36.76,1,0,0,1,265.96,1
37cd892c7a6275aecbe6dfdcee8de6b7,c031ab1e08405306c145495528df30d8,13fcb2215be199ed296dd6816ca6d393,11.0,14,5,1,155.2,36.76,1,0,0,1,265.96,1
