geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1205,-23.54159523980033,-46.638752956287135,sao paulo,SP
1206,-23.540038554532895,-46.63964825269783,sao paulo,SP
1207,-23.539945452680467,-46.63815670344507,são paulo,SP
1208,-23.540822507357582,-46.6397147149576,sao paulo,SP
1209,-23.540729963085706,-46.64250834531055,sao paulo,SP
1210,-23.5412498978591,-46.64420095322872,sao paulo,SP
1211,-23.538462590339908,-46.64701617707312,sao paulo,SP
1212,-23.537083672773957,-46.639449309048416,sao paulo,SP
1213,-23.53530599999999,-46.63902374999999,sao paulo,SP
1214,-23.540043520399337,-46.646521621847725,sao paulo,SP
1215,-23.53655002580364,-46.649225050085455,sao paulo,SP
1216,-23.53597285667968,-46.651407002063245,sao paulo,SP
1217,-23.533844773241405,-46.64940663613022,sao paulo,SP
1218,-23.53151235913791,-46.6507152917075,sao paulo,SP
1219,-23.541467521784305,-46.646211242714514,sao paulo,SP
1220,-23.542757999999992,-46.64547398167813,sao paulo,SP
1221,-23.54672139494492,-46.6474843247159,sao paulo,SP
1222,-23.545460503750906,-46.64710252553522,sao paulo,SP
1223,-23.543881438253745,-46.64608211518262,sao paulo,SP
1224,-23.5403885276127,-46.65143548612153,sao paulo,SP
1225,-23.538694007913872,-46.64964466619133,sao paulo,SP
1226,-23.537022390789975,-46.65170941993187,sao paulo,SP
1227,-23.537290101005617,-46.6544308936015,sao paulo,SP
1228,-23.537361901481116,-46.65445004039496,sao paulo,SP
1229,-23.538706271163928,-46.65644576741301,sao paulo,SP
1230,-23.532011454902168,-46.6536078075192,sao paulo,SP
1231,-23.53866056924808,-46.6602237500721,sao paulo,SP
1232,-23.537702693029058,-46.652874496249076,são paulo,SP
1233,-23.532868152374615,-46.66033569525076,são paulo,SP
1234,-23.545304961892437,-46.665850500000005,sao paulo,SP
1235,-23.53408084762538,-46.66306879753587,são paulo,SP
1236,-23.54020568716605,-46.66623680481933,sao paulo,SP
1237,-23.54243125189645,-46.66884135118257,são paulo,SP
1238,-23.540840832361937,-46.650614537191984,sao paulo,SP
1239,-23.550266149027742,-46.65841287927745,sao paulo,SP
1240,-23.54613154316459,-46.65326102415025,sao paulo,SP
1241,-23.5469055431646,-46.65409369178831,sao paulo,SP
1242,-23.54747236580301,-46.65581219455826,sao paulo,SP
1243,-23.547346626983625,-46.659313440331196,sao paulo,SP
1244,-23.553357296699158,-46.662941556754596,são paulo,SP
1245,-23.547914025535217,-46.66427303274859,sao paulo,SP
1246,-23.55573377906979,-46.6664913126551,são paulo,SP
1247,-23.551924096860766,-46.66698482959198,sao paulo,SP
1248,-23.547336999163274,-46.66800983458364,são paulo,SP
1249,-23.54672386733222,-46.66951111033521,sao paulo,SP
1250,-23.54775479265979,-46.672017615471106,sao paulo,SP
1251,-23.547806150989633,-46.67377479641069,sao paulo,SP
1252,-23.54248095999793,-46.67732383199128,são paulo,SP
1253,-23.546633237867088,-46.67887839286743,sao paulo,SP
1254,-23.54082191035259,-46.68239360560333,são paulo,SP
1255,-23.545355437965277,-46.682188413122546,sao paulo,SP
1256,-23.548154323330902,-46.68216435706044,são paulo,SP
1257,-23.54376273128144,-46.68884885374371,sao paulo,SP
1258,-23.544951443793657,-46.68830695060298,são paulo,SP
1259,-23.540911312799327,-46.684967495008344,são paulo,SP
1262,-23.550856391462712,-46.67735184892536,sao paulo,SP
1290,-23.54096134139296,-46.657748702752585,são paulo,SP
1301,-23.550812799901816,-46.65525802969017,sao paulo,SP
1302,-23.54749592977097,-46.64435605897629,sao paulo,SP
1303,-23.551040870938895,-46.64781522355593,sao paulo,SP
1304,-23.555774169023046,-46.65777309922671,sao paulo,SP
1305,-23.551303337497824,-46.65019192492355,sao paulo,SP
1306,-23.55430637246812,-46.65015238343238,sao paulo,SP
1307,-23.554000174562965,-46.653743021380286,sao paulo,SP
1308,-23.557144672773955,-46.65480964738295,sao paulo,SP
1309,-23.557323688585658,-46.65692890729416,são paulo,SP
1310,-23.56169090025208,-46.65612560806024,sao paulo,SP
1311,-23.567194738559586,-46.64976138579832,sao paulo,SP
1312,-23.551508183809908,-46.64665251559603,sao paulo,SP
1313,-23.556809775751567,-46.65074498528482,sao paulo,SP
1314,-23.551730864822066,-46.6451120738357,sao paulo,SP
1315,-23.556162782128204,-46.64006103081534,sao paulo,SP
1316,-23.552198444630374,-46.63970305438866,sao paulo,SP
1317,-23.554133985636884,-46.638626176820445,sao paulo,SP
1318,-23.555771764343227,-46.639553016612446,sao paulo,SP
1319,-23.55098651511921,-46.64108072439266,sao paulo,SP
1320,-23.557888467107183,-46.63955377324141,sao paulo,SP
1321,-23.56596496641469,-46.64287299085339,sao paulo,SP
1322,-23.56152578170127,-46.6427444281338,sao paulo,SP
1323,-23.56640335729583,-46.64203684477313,sao paulo,SP
1324,-23.551359454065434,-46.64339075477531,sao paulo,SP
1325,-23.558000898695823,-46.644343674851434,sao paulo,SP
1326,-23.55436995920134,-46.64587128518662,sao paulo,SP
1327,-23.56706983957529,-46.64443562432925,sao paulo,SP
1328,-23.555345350014825,-46.64383871498368,sao paulo,SP
1329,-23.562280655288813,-46.647753259651395,sao paulo,SP
1330,-23.558617456287138,-46.64971032514858,sao paulo,SP
1331,-23.562327520947594,-46.6503277425703,sao paulo,SP
1332,-23.558668229528557,-46.65143692645275,são paulo,SP
1333,-23.567769847913844,-46.64680824369547,sao paulo,SP
1401,-23.569747571977178,-46.651003571977185,sao paulo,SP
1402,-23.567787000000003,-46.649099250000006,sao paulo,SP
1403,-23.569789704685814,-46.6544902625656,sao paulo,SP
1404,-23.569131540942895,-46.65631084096027,sao paulo,SP
1405,-23.565863985573273,-46.655841851087835,sao paulo,SP
1406,-23.576958000000005,-46.673007750000004,são paulo,SP
1407,-23.577273911189312,-46.67300311656761,sao paulo,SP
1408,-23.562374856512182,-46.6561529007733,são paulo,SP
1409,-23.55910483957529,-46.655777901205994,sao paulo,SP
1410,-23.558595737434405,-46.65657075535223,sao paulo,SP
1411,-23.5641124118818,-46.6645303395753,são paulo,SP
1412,-23.566386227306847,-46.66887273411619,sao paulo,SP
1413,-23.56051177269315,-46.66268231695427,sao paulo,SP
1414,-23.556415159039716,-46.660064878152255,sao paulo,SP
1415,-23.555738221478475,-46.66118186747646,são paulo,SP
1416,-23.563201307230745,-46.67088128908178,sao paulo,SP
1417,-23.559819191788296,-46.668311680131545,sao paulo,SP
1418,-23.56312173510022,-46.656566708353616,sao paulo,SP
1419,-23.567657804056754,-46.65114228365742,sao paulo,SP
1420,-23.56851813765943,-46.65191532569683,sao paulo,SP
1421,-23.565358896474127,-46.65789022009349,sao paulo,SP
1422,-23.56681113350449,-46.657802231201984,sao paulo,SP
1423,-23.56976284096028,-46.6560438270818,sao paulo,SP
1424,-23.565271673322215,-46.66432310407414,sao paulo,SP
1425,-23.57159626256559,-46.66238323743441,sao paulo,SP
1426,-23.568276436032036,-46.663182837642054,sao paulo,SP
1427,-23.574196383836405,-46.66035117095629,sao paulo,SP
1428,-23.573603849298816,-46.66237261754856,sao paulo,SP
1429,-23.57482409963074,-46.66351199901904,sao paulo,SP
1430,-23.56864709241738,-46.67263049180569,sao paulo,SP
1431,-23.56539655408982,-46.677054794912905,sao paulo,SP
1432,-23.575396034133558,-46.66701360115995,são paulo,SP
1433,-23.577532450170306,-46.67054853595122,sao paulo,SP
1434,-23.57448840660167,-46.67268991895092,sao paulo,SP
1435,-23.578301828755254,-46.671151059264766,sao paulo,SP
1436,-23.573486021380283,-46.66879606757464,sao paulo,SP
1437,-23.573064311125886,-46.6720207076,são paulo,SP
1438,-23.57061533611284,-46.67304371065842,sao paulo,SP
1439,-23.567711658058766,-46.6756953835766,sao paulo,SP
1440,-23.566815250908828,-46.676311565352925,são paulo,SP
1441,-23.56496279788524,-46.67630075455378,são paulo,SP
1442,-23.56370226740048,-46.67529085698279,sao paulo,SP
1443,-23.567268402177596,-46.68490776931483,sao paulo,SP
1444,-23.56949807882737,-46.684885336949556,sao paulo,SP
1445,-23.56888075213581,-46.688742486773045,sao paulo,SP
1446,-23.574892851232057,-46.673769416036734,sao paulo,SP
1447,-23.57394594100591,-46.678606652120926,sao paulo,SP
1448,-23.58097889370416,-46.68279485997463,sao paulo,SP
1449,-23.57928241020835,-46.68276551762936,sao paulo,SP
1450,-23.578738564256415,-46.68350597515727,sao paulo,SP
1451,-23.574188189566605,-46.688949072999,sao paulo,SP
1452,-23.570810444514542,-46.69077501106554,sao paulo,SP
1453,-23.585068832650393,-46.68672113904442,são paulo,SP
1454,-23.582599229528547,-46.68734709409082,sao paulo,SP
1455,-23.583102903975938,-46.68976694630383,sao paulo,SP
1456,-23.578504155433034,-46.690118296987634,sao paulo,SP
1457,-23.578835500692495,-46.690928203993316,sao paulo,SP
1472,-23.57054369248079,-46.69129667943905,sao paulo,SP
1489,-23.57664998889148,-46.687400047752156,sao paulo,SP
1501,-23.554029525011202,-46.6356249749888,sao paulo,SP
1502,-23.55467350531036,-46.63552025265517,são paulo,SP
1503,-23.555488240827945,-46.63559923847351,são paulo,SP
1504,-23.56439088842405,-46.63936270234855,sao paulo,SP
1505,-23.555336605603337,-46.63141312101101,são paulo,SP
1506,-23.56005348542905,-46.63488361656761,sao paulo,SP
1507,-23.55789462753188,-46.63139014542106,sao paulo,SP
1508,-23.560254072450732,-46.633485625858434,sao paulo,SP
1509,-23.567590529834394,-46.63545150721337,sao paulo,SP
1510,-23.55618366388715,-46.63353748251487,sao paulo,SP
1511,-23.560722953372956,-46.63277989454088,sao paulo,SP
1512,-23.554043402995,-46.62898801333021,sao paulo,SP
1513,-23.55756070497428,-46.62788656134221,sao paulo,SP
1514,-23.55292030325788,-46.627547975015524,são paulo,SP
1516,-23.559188447688797,-46.61485962698363,sao paulo,SP
1517,-23.559387496797356,-46.62377125714126,sao paulo,SP
1518,-23.558930444630374,-46.62292373757862,sao paulo,SP
1519,-23.561857090195677,-46.62258413696694,sao paulo,SP
1520,-23.559536001384977,-46.620880956575604,sao paulo,SP
1521,-23.560756921172622,-46.62318386802472,sao paulo,SP
1522,-23.559013992121344,-46.6153654505723,sao paulo,SP
1523,-23.565268435195314,-46.615586348462095,sao paulo,SP
1524,-23.56722896808813,-46.61541736011886,sao paulo,SP
1525,-23.56168926449883,-46.633014413411004,sao paulo,SP
1526,-23.568120376911516,-46.63020850943506,sao paulo,SP
1527,-23.562233885365618,-46.63084096182706,sao paulo,SP
1528,-23.56550964363205,-46.62822254232787,sao paulo,SP
1529,-23.5688472717122,-46.635569068267124,sao paulo,SP
1530,-23.567613140429394,-46.62883660185243,sao paulo,SP
1531,-23.57106818595992,-46.63321509158066,sao paulo,SP
1532,-23.57088934915458,-46.635052814184284,sao paulo,SP
1533,-23.571333701915858,-46.63907056549716,sao paulo,SP
1534,-23.567718791855437,-46.626243530931966,sao paulo,SP
1535,-23.57205766250218,-46.62540266570483,sao paulo,SP
1536,-23.56709014432454,-46.623143787119865,sao paulo,SP
1537,-23.579731854569008,-46.62424835333908,sao paulo,SP
1538,-23.573205,-46.62290025,são paulo,SP
1539,-23.571578567026382,-46.61990256064975,sao paulo,SP
1540,-23.56581905912052,-46.61930591548847,sao paulo,SP
1541,-23.568722298084143,-46.61880092397124,sao paulo,SP
1542,-23.57206883152521,-46.62096828059899,sao paulo,SP
1543,-23.575755845951942,-46.62009625506377,sao paulo,SP
1544,-23.576922503462445,-46.622911919095145,sao paulo,SP
1545,-23.581973958236585,-46.61867809721578,sao paulo,SP
1546,-23.576252951151247,-46.622359675832385,são paulo,SP
1547,-23.58211452899768,-46.62494208964742,sao paulo,SP
1548,-23.57744266415201,-46.61248371784701,sao paulo,SP
1549,-23.57575505912053,-46.61545502622772,sao paulo,SP
1550,-23.57203616319466,-46.615212267413035,sao paulo,SP
1551,-23.571595540654428,-46.61342383389114,sao paulo,SP
1552,-23.567073401610017,-46.61124264931619,sao paulo,SP
1553,-23.574303075735134,-46.60968254215087,sao paulo,SP
2009,-23.515799103830265,-46.64113909097136,sao paulo,SP
2010,-23.514929559813023,-46.62640583152521,são paulo,SP
2011,-23.501902770272526,-46.626229169812845,sao paulo,SP
2012,-23.516060949947278,-46.62950760331549,sao paulo,SP
2013,-23.501398964649006,-46.63758724287898,são paulo,SP
2016,-23.50097763469062,-46.62712333406575,sao paulo,SP
2017,-23.500188503462443,-46.629799994171606,são paulo,SP
2018,-23.49781085789716,-46.62778079822836,sao paulo,SP
2019,-23.498261999999997,-46.62855053996195,sao paulo,SP
2020,-23.495860854290477,-46.636182900917525,sao paulo,SP
2021,-23.49930611518263,-46.63638298557326,sao paulo,SP
2022,-23.504335656108086,-46.63613983810171,sao paulo,SP
2028,-23.509644589167983,-46.619371445839946,sao paulo,SP
2029,-23.51120380502009,-46.62128454916095,sao paulo,SP
2030,-23.504769581649203,-46.62470303231384,sao paulo,SP
2031,-23.506838785252143,-46.62502814659223,sao paulo,SP
2032,-23.511381927703578,-46.623923552201184,sao paulo,SP
2033,-23.50566088037396,-46.62268766264639,sao paulo,SP
2034,-23.50457924562872,-46.62369147114654,sao paulo,SP
2035,-23.495784642247063,-46.62210959285005,sao paulo,SP
2036,-23.502179503750913,-46.61968049999999,sao paulo,SP
2037,-23.49987949624909,-46.62293307799064,sao paulo,SP
2038,-23.494539939494487,-46.624657123088475,sao paulo,SP
2039,-23.494239947679052,-46.621522378076556,sao paulo,SP
2040,-23.48929981320335,-46.62532542270183,sao paulo,SP
2041,-23.488782265335555,-46.62064292353855,sao paulo,SP
2042,-23.49240428919734,-46.61786639327147,sao paulo,SP
2043,-23.487386474492823,-46.617224474492815,sao paulo,SP
2044,-23.494667122685208,-46.61923702077252,sao paulo,SP
2045,-23.49675427477061,-46.61674810283338,sao paulo,SP
2046,-23.49065530252754,-46.61162269747246,sao paulo,SP
2047,-23.516228288983875,-46.621841082340914,sao paulo,SP
2049,-23.51335736357169,-46.618618542867715,sao paulo,SP
2050,-23.517997459345565,-46.61261277560734,sao paulo,SP
2051,-23.503508454902168,-46.60463787010217,sao paulo,SP
2052,-23.509293150152914,-46.60684650513588,sao paulo,SP
2053,-23.510427444341925,-46.60117949988444,sao paulo,SP
2054,-23.516362550377956,-46.60569249861501,sao paulo,SP
2055,-23.51299955813957,-46.61060369663572,sao paulo,SP
2056,-23.511235473772288,-46.604144619481794,sao paulo,SP
2060,-23.519771979456436,-46.601601951843755,sao paulo,SP
2064,-23.51707022952855,-46.59599701027178,sao paulo,SP
2065,-23.50933273327946,-46.60554417816963,sao paulo,SP
2066,-23.509393167836528,-46.60351726922744,sao paulo,SP
2067,-23.505895624473467,-46.60638997293555,sao paulo,SP
2068,-23.50320809186911,-46.61302451304173,sao paulo,SP
2069,-23.505157833198655,-46.613767588954914,são paulo,SP
2071,-23.50279985429048,-46.61033375881467,sao paulo,SP
2072,-23.501173243407013,-46.6117638157135,sao paulo,SP
2073,-23.50235770191585,-46.6060130471753,sao paulo,SP
2074,-23.506627631686833,-46.595848421865114,sao paulo,SP
2075,-23.504661209821712,-46.60149998058163,sao paulo,SP
2076,-23.50692178074323,-46.5989496135092,sao paulo,SP
2077,-23.501848610046736,-46.59854287330482,sao paulo,SP
2078,-23.502460609498485,-46.59374588980903,sao paulo,SP
2079,-23.500221066333893,-46.60349277407812,sao paulo,SP
2080,-23.49758681181838,-46.60727228711986,sao paulo,SP
2081,-23.49620825062038,-46.60679657576895,sao paulo,SP
2082,-23.494971614490147,-46.60891759478329,sao paulo,SP
2083,-23.49799898834324,-46.59686207992387,sao paulo,SP
2084,-23.496477631975292,-46.60052944310116,sao paulo,SP
2085,-23.498607801180622,-46.61340788970877,sao paulo,SP
2088,-23.50424025971884,-46.620742066583865,sao paulo,SP
2089,-23.51709448459233,-46.616673100755904,sao paulo,SP
2110,-23.52188843014645,-46.59374225679054,sao paulo,SP
2111,-23.519989235717095,-46.593817165979715,são paulo,SP
2112,-23.512668178041054,-46.58665534166385,são paulo,SP
2113,-23.515287964978842,-46.58734465236856,sao paulo,SP
2114,-23.521241929482606,-46.58914583273616,sao paulo,SP
2115,-23.526499508561297,-46.59188593503609,sao paulo,SP
2116,-23.51845905773554,-46.584127839431055,sao paulo,SP
2117,-23.51807042203993,-46.59393030272233,sao paulo,SP
2118,-23.51499054491392,-46.59291223327074,sao paulo,SP
2119,-23.511941999999998,-46.594748249999995,são paulo,SP
2120,-23.510416629107844,-46.594217747359366,são paulo,SP
2121,-23.51300390590918,-46.587457220785986,sao paulo,SP
2122,-23.512200548156255,-46.58175211601936,sao paulo,SP
2123,-23.511513922918912,-46.579963634549536,sao paulo,SP
2124,-23.505901198164942,-46.578602886346566,sao paulo,SP
2125,-23.50861076325809,-46.587603535807,sao paulo,SP
2126,-23.506858079375625,-46.59162343505108,sao paulo,SP
2127,-23.509644401610018,-46.58591682722604,são paulo,SP
2128,-23.50525432889948,-46.59452679837259,são paulo,SP
2129,-23.50411144463038,-46.58585379586243,sao paulo,SP
2130,-23.508768884959377,-46.58215817411972,sao paulo,SP
2131,-23.506977729826083,-46.58198603861179,são paulo,SP
2132,-23.50346937468981,-46.57726866028046,sao paulo,SP
2133,-23.495765186508187,-46.582301106295844,sao paulo,SP
2134,-23.499496298920867,-46.576476423682784,sao paulo,SP
2135,-23.49482467110052,-46.582237870246416,sao paulo,SP
2136,-23.499704296227126,-46.58469552428094,são paulo,SP
2137,-23.49750791701769,-46.5755575022217,sao paulo,SP
2138,-23.495638955594654,-46.57419024118531,sao paulo,SP
2139,-23.491106947544576,-46.573780065497154,são paulo,SP
2141,-23.489401452680465,-46.567182326533555,sao paulo,SP
2142,-23.509860072593554,-46.57548531556786,sao paulo,SP
2143,-23.50799229892086,-46.57521706910386,sao paulo,SP
2144,-23.505075172949205,-46.57083605675562,sao paulo,SP
2145,-23.502788226096424,-46.566742500000004,sao paulo,SP
2146,-23.500957023313518,-46.57088226395057,sao paulo,SP
2147,-23.499556742714518,-46.565219963933195,são paulo,SP
2150,-23.495750203445063,-46.56850788842403,sao paulo,SP
2151,-23.496578412718517,-46.569974233279446,sao paulo,SP
2152,-23.498914672773946,-46.57228091090083,sao paulo,SP
2161,-23.492682240637055,-46.57052600444339,sao paulo,SP
2162,-23.490306450458757,-46.561910431184614,são paulo,SP
2166,-23.52491565168213,-46.58495147002137,sao paulo,SP
2167,-23.522903946448046,-46.58180409758191,sao paulo,SP
2168,-23.52218624279628,-46.57970414962962,sao paulo,SP
2169,-23.52213448122544,-46.577964184198095,sao paulo,SP
2170,-23.525340044495568,-46.575953811050674,sao paulo,SP
2174,-23.523062564007805,-46.57189679679223,sao paulo,SP
2175,-23.516718741284578,-46.57445726194335,sao paulo,SP
2176,-23.510779103525874,-46.57284414363203,sao paulo,SP
2177,-23.511506887875786,-46.569179116019356,sao paulo,SP
2178,-23.521508633360273,-46.57100996142304,sao paulo,SP
2179,-23.520153877315543,-46.56863248459232,sao paulo,SP
2180,-23.519973185123206,-46.5659400380287,sao paulo,SP
2181,-23.517754127292296,-46.55864760271201,sao paulo,SP
2185,-23.51649734110451,-46.566851558283815,sao paulo,SP
2186,-23.51335483236194,-46.56877347114656,sao paulo,SP
2187,-23.515125715794323,-46.564899501384964,sao paulo,SP
2188,-23.510864536211038,-46.568109881903155,sao paulo,SP
2189,-23.507675947544566,-46.56858302164007,sao paulo,SP
2190,-23.5099120335853,-46.56318688703905,sao paulo,SP
2201,-23.483856037733958,-46.59110355072282,sao paulo,SP
2202,-23.49395023480867,-46.593828125454415,sao paulo,SP
2203,-23.49192999194992,-46.59041653872119,sao paulo,SP
2204,-23.485020171244745,-46.589948099082484,sao paulo,SP
2205,-23.490357988891493,-46.593593590628366,sao paulo,SP
2206,-23.487076247013697,-46.589872683594,são paulo,SP
2207,-23.485869985284822,-46.59066163474524,sao paulo,SP
2208,-23.482688050233726,-46.593427023313524,são paulo,SP
2209,-23.48735339217495,-46.580679319320204,sao paulo,SP
2210,-23.4796694141035,-46.58341120705173,são paulo,SP
2211,-23.497872872612348,-46.591807825004345,sao paulo,SP
2212,-23.497097762421358,-46.58974520621502,sao paulo,SP
2213,-23.498458313347577,-46.59104382001268,sao paulo,SP
2214,-23.493918531219375,-46.585365213428375,sao paulo,SP
2215,-23.488083052455426,-46.58035246433723,sao paulo,SP
2216,-23.493913889260764,-46.579401989872444,sao paulo,SP
2217,-23.488495920624366,-46.5824200649489,sao paulo,SP
2218,-23.486735252842074,-46.58408012476191,sao paulo,SP
2219,-23.485812495700834,-46.58085300721337,sao paulo,SP
2220,-23.48295502459951,-46.56662947574459,sao paulo,SP
2221,-23.477204964481455,-46.584660524986965,sao paulo,SP
2222,-23.485202206493714,-46.5776291452519,sao paulo,SP
2223,-23.484481983899833,-46.576764147094494,sao paulo,SP
2224,-23.488123452132207,-46.57600278267647,sao paulo,SP
2225,-23.479910402446738,-46.57695851041601,sao paulo,SP
2226,-23.47550669969415,-46.57589844962204,sao paulo,SP
2227,-23.475638661117184,-46.57343538273988,sao paulo,SP
2228,-23.48124532584107,-46.56915710866175,sao paulo,SP
2229,-23.473112532056092,-46.571208475157256,sao paulo,SP
2230,-23.484334693865776,-46.56419161809683,sao paulo,SP
2231,-23.480072680930448,-46.56443274173505,sao paulo,SP
2232,-23.47649463558197,-46.56198059394658,sao paulo,SP
2233,-23.47846654731953,-46.56457132070517,sao paulo,SP
2234,-23.476274393968733,-46.56835100557099,são paulo,SP
2235,-23.476170530671105,-46.56736051387847,sao paulo,SP
2236,-23.472456894252424,-46.56678323036527,sao paulo,SP
2237,-23.848748256448754,-46.6966168277743,sao paulo,SP
2238,-23.47485866833056,-46.576142727451064,sao paulo,SP
2239,-23.48466145934556,-46.60738819288482,sao paulo,SP
2240,-23.479544619481803,-46.60355427560733,sao paulo,SP
2241,-23.490518793784968,-46.60742305591787,sao paulo,SP
2242,-23.488133029141906,-46.60765995712386,sao paulo,SP
2243,-23.492649142939563,-46.610035580212354,sao paulo,SP
2244,-23.488502395227464,-46.60588198376569,são paulo,SP
